,Segment,Cluster,Total_Flights,Redemption_Rate
3719,Frequent_Non_Redeemers,1,195.6,0.0
3720,Engaged_Redeemers,0,247.5,0.40391616304264133
3721,Frequent_Non_Redeemers,1,357.9,0.06378229744902536
3722,Frequent_Non_Redeemers,1,251.4,0.3271384063785339
3723,Frequent_Non_Redeemers,1,223.4,0.18443739047629382
3724,Frequent_Non_Redeemers,1,212.2,0.2919392159739315
3725,Frequent_Non_Redeemers,1,312.3,0.14151224320905678
3726,Frequent_Non_Redeemers,1,205.9,0.2764973082908103
3727,Occasional_Flyers,2,9.0,0.0
3728,Engaged_Redeemers,0,128.1,0.39935758141811145
3729,Frequent_Non_Redeemers,1,197.8,0.16340614778629073
3730,Frequent_Non_Redeemers,1,238.0,0.0
3731,Engaged_Redeemers,0,82.1,0.8659535279013678
3733,Frequent_Non_Redeemers,1,184.8,0.0
3734,Frequent_Non_Redeemers,1,202.7,0.19359084387671702
3735,Engaged_Redeemers,0,189.0,0.441934268961575
3736,Frequent_Non_Redeemers,1,206.9,0.0
3737,Frequent_Non_Redeemers,1,155.2,0.24367150903000015
3739,Frequent_Non_Redeemers,1,144.0,0.11682025571610387
3741,Occasional_Flyers,2,13.0,0.0
3742,Engaged_Redeemers,0,242.4,0.3868470597514361
3743,Frequent_Non_Redeemers,1,167.0,0.16671638456015542
3744,Frequent_Non_Redeemers,1,208.3,0.17932828086974972
3745,Occasional_Flyers,2,9.0,0.9912190082644629
3746,Engaged_Redeemers,0,208.2,0.42717207474673397
3747,Engaged_Redeemers,0,141.7,0.40571435202915207
3748,Engaged_Redeemers,0,228.6,0.3695605615195835
3749,Frequent_Non_Redeemers,1,264.9,0.299424975601029
3750,Frequent_Non_Redeemers,1,162.0,0.1546093973822504
3752,Engaged_Redeemers,0,151.9,0.6179030382035255
3754,Occasional_Flyers,2,9.0,0.0
3755,Occasional_Flyers,2,32.0,0.0
3756,Engaged_Redeemers,0,118.4,0.60645947642752
3758,Frequent_Non_Redeemers,1,108.3,0.21668826290057383
3759,Occasional_Flyers,2,39.0,0.0
3760,Engaged_Redeemers,0,143.1,0.9254717362244144
3762,Frequent_Non_Redeemers,1,266.4,0.08918005116364468
3763,Frequent_Non_Redeemers,1,214.3,0.12279225398426274
3764,Engaged_Redeemers,0,275.5,0.45718449200097006
3765,Engaged_Redeemers,0,94.0,0.3408584976928614
3766,Engaged_Redeemers,0,227.9,0.6403634168640808
3767,Engaged_Redeemers,0,65.0,0.5201810176125244
3768,Frequent_Non_Redeemers,1,214.8,0.22579007337096652
3769,Engaged_Redeemers,0,204.6,1.0
3770,Engaged_Redeemers,0,181.0,0.5849690593391894
3771,Frequent_Non_Redeemers,1,281.9,0.21666972418865654
3772,Engaged_Redeemers,0,127.7,0.6654905745125609
3773,Engaged_Redeemers,0,268.9,0.40280500457612356
3774,Engaged_Redeemers,0,174.9,0.7742940799153841
3775,Frequent_Non_Redeemers,1,163.8,0.16689027616554078
3776,Frequent_Non_Redeemers,1,245.0,0.24076612539151956
3777,Frequent_Non_Redeemers,1,189.6,0.16427370185539225
3779,Frequent_Non_Redeemers,1,158.6,0.0
3780,Engaged_Redeemers,0,230.2,0.3800992504060921
3781,Engaged_Redeemers,0,204.9,0.5108118004492959
3783,Frequent_Non_Redeemers,1,158.6,0.31040172010402656
3784,Frequent_Non_Redeemers,1,164.3,0.0
3785,Frequent_Non_Redeemers,1,187.0,0.1142657301301133
3786,Occasional_Flyers,2,21.0,0.7666932694865656
3787,Engaged_Redeemers,0,206.1,0.35834887467412985
3788,Engaged_Redeemers,0,193.4,0.47257972834790535
3789,Frequent_Non_Redeemers,1,239.1,0.2337996862379513
3790,Frequent_Non_Redeemers,1,190.2,0.2286953338264802
3791,Frequent_Non_Redeemers,1,187.4,0.1323792557603834
3792,Frequent_Non_Redeemers,1,185.8,0.17757325036753394
3793,Occasional_Flyers,2,39.0,0.0
3794,Frequent_Non_Redeemers,1,138.1,0.22664025777321076
3795,Engaged_Redeemers,0,155.9,0.8181120369601922
3798,Engaged_Redeemers,0,251.0,0.4468640875198116
3799,Occasional_Flyers,2,36.0,0.0
3801,Engaged_Redeemers,0,191.6,0.8159934641205833
3802,Frequent_Non_Redeemers,1,138.8,0.09622101409395055
3803,Engaged_Redeemers,0,212.0,0.5624160276506203
3805,Engaged_Redeemers,0,183.0,0.4072156861595125
3806,Engaged_Redeemers,0,208.2,0.5733977720856178
3807,Frequent_Non_Redeemers,1,139.9,0.0
3808,Frequent_Non_Redeemers,1,238.5,0.0911934355144364
3809,Engaged_Redeemers,0,165.6,0.538390455178097
3810,Frequent_Non_Redeemers,1,208.5,0.13576175993574527
3812,Frequent_Non_Redeemers,1,201.5,0.07453974261665129
3813,Frequent_Non_Redeemers,1,162.4,0.15712961002358405
3814,Frequent_Non_Redeemers,1,199.6,0.09382370626298416
3815,Engaged_Redeemers,0,167.9,0.6246363175512409
3816,Frequent_Non_Redeemers,1,193.2,0.1365430171182936
3818,Frequent_Non_Redeemers,1,171.0,0.10443126713664158
3819,Frequent_Non_Redeemers,1,140.5,0.0
3820,Frequent_Non_Redeemers,1,202.9,0.0
3821,Frequent_Non_Redeemers,1,218.9,0.09840804361991876
3823,Engaged_Redeemers,0,72.9,0.48534048310617905
3825,Frequent_Non_Redeemers,1,217.70000000000002,0.2147222095017122
3826,Frequent_Non_Redeemers,1,155.6,0.11932518740054013
3827,Occasional_Flyers,2,22.0,0.0
3829,Frequent_Non_Redeemers,1,196.7,0.325770750600338
3830,Frequent_Non_Redeemers,1,215.1,0.14201381077442574
3831,Engaged_Redeemers,0,206.5,0.5654207905143892
3833,Frequent_Non_Redeemers,1,194.5,0.2755449138209528
3834,Engaged_Redeemers,0,174.0,0.33520507689035944
3835,Frequent_Non_Redeemers,1,144.2,0.0
3836,Occasional_Flyers,2,55.0,0.0
3837,Engaged_Redeemers,0,265.7,0.49122141730696844
3838,Frequent_Non_Redeemers,1,193.8,0.174582104020837
3839,Frequent_Non_Redeemers,1,224.8,0.15164028006290958
3840,Engaged_Redeemers,0,147.0,0.6838015917565272
3841,Engaged_Redeemers,0,185.4,1.0
3842,Frequent_Non_Redeemers,1,210.9,0.06286212555834968
3843,Frequent_Non_Redeemers,1,229.1,0.2608048830306833
3845,Frequent_Non_Redeemers,1,248.4,0.20648267367172307
3847,Frequent_Non_Redeemers,1,139.1,0.23988521661848458
3848,Occasional_Flyers,2,65.0,0.0
3849,Frequent_Non_Redeemers,1,178.2,0.07468703563809034
3850,Engaged_Redeemers,0,159.8,0.42362191323268206
3851,Engaged_Redeemers,0,226.0,0.35144109750673846
3852,Occasional_Flyers,2,24.0,0.0
3853,Frequent_Non_Redeemers,1,180.1,0.0
3854,Frequent_Non_Redeemers,1,248.5,0.0670829317503404
3855,Engaged_Redeemers,0,108.6,0.45621640307930106
3856,Engaged_Redeemers,0,243.6,0.44967176771091216
3857,Frequent_Non_Redeemers,1,182.5,0.09334965544314819
3858,Frequent_Non_Redeemers,1,260.0,0.07294433911925995
3859,Engaged_Redeemers,0,211.6,0.41842012981160426
3861,Engaged_Redeemers,0,165.4,0.5473995583852092
3862,Frequent_Non_Redeemers,1,200.0,0.2568435690664285
3864,Frequent_Non_Redeemers,1,215.4,0.282411006690464
3866,Frequent_Non_Redeemers,1,132.5,0.12631515559632772
3867,Engaged_Redeemers,0,105.5,0.577495327168
3870,Frequent_Non_Redeemers,1,173.4,0.10507209567090817
3871,Engaged_Redeemers,0,94.7,0.5008688879149842
3872,Occasional_Flyers,2,1.0,0.0
3873,Occasional_Flyers,2,60.9,0.0
3874,Frequent_Non_Redeemers,1,229.9,0.26698942375717843
3875,Engaged_Redeemers,0,84.2,0.464933909807874
3878,Frequent_Non_Redeemers,1,266.2,0.0
3879,Engaged_Redeemers,0,165.4,0.3455139714317887
3880,Frequent_Non_Redeemers,1,172.7,0.09323875260590525
3881,Frequent_Non_Redeemers,1,185.4,0.05924286860748339
3883,Engaged_Redeemers,0,182.8,0.4505980439299508
3884,Frequent_Non_Redeemers,1,71.0,0.0
3885,Occasional_Flyers,2,57.0,0.0
3886,Engaged_Redeemers,0,211.7,0.417713829132289
3887,Frequent_Non_Redeemers,1,259.1,0.0
3888,Frequent_Non_Redeemers,1,168.8,0.24544316359388146
3889,Frequent_Non_Redeemers,1,158.3,0.18930404742282525
3890,Frequent_Non_Redeemers,1,184.6,0.25379365252533403
3891,Engaged_Redeemers,0,201.1,0.378373557949664
3893,Frequent_Non_Redeemers,1,280.1,0.0
3894,Frequent_Non_Redeemers,1,164.6,0.0
3895,Frequent_Non_Redeemers,1,201.2,0.3119140759458814
3897,Frequent_Non_Redeemers,1,192.9,0.10993365194192035
3898,Occasional_Flyers,2,1.0,0.0
3899,Frequent_Non_Redeemers,1,251.3,0.0
3900,Frequent_Non_Redeemers,1,146.4,0.1515217798797039
3902,Engaged_Redeemers,0,155.3,0.42072150542351
3903,Frequent_Non_Redeemers,1,205.3,0.23278196192602954
3904,Engaged_Redeemers,0,243.4,0.4020083931288574
3905,Engaged_Redeemers,0,206.1,0.5262822430454398
3906,Occasional_Flyers,2,17.0,0.0
3907,Frequent_Non_Redeemers,1,150.2,0.18662462896307228
3909,Frequent_Non_Redeemers,1,229.9,0.10426679650061939
3910,Frequent_Non_Redeemers,1,91.0,0.2448336509253994
3911,Engaged_Redeemers,0,231.0,0.6318716784811113
3912,Engaged_Redeemers,0,189.5,0.4747616010320933
3914,Frequent_Non_Redeemers,1,189.6,0.32825141803177127
3915,Engaged_Redeemers,0,208.4,0.4485609330884586
3916,Engaged_Redeemers,0,242.3,0.7972051497130563
3917,Engaged_Redeemers,0,178.2,0.4875324237324947
3918,Engaged_Redeemers,0,25.0,1.0
3919,Occasional_Flyers,2,15.0,0.0
3920,Engaged_Redeemers,0,218.1,0.36896866231786574
3921,Frequent_Non_Redeemers,1,185.6,0.21379146449679895
3922,Frequent_Non_Redeemers,1,225.5,0.1632820533000006
3923,Engaged_Redeemers,0,141.8,0.646241320007615
3924,Engaged_Redeemers,0,242.4,0.4696919960426036
3925,Occasional_Flyers,2,38.0,0.0
3926,Occasional_Flyers,2,26.0,0.0
3927,Engaged_Redeemers,0,52.0,0.4671575276109281
3928,Engaged_Redeemers,0,139.2,0.4657797661094106
3929,Engaged_Redeemers,0,89.7,0.6283932260596345
3931,Engaged_Redeemers,0,225.4,0.36459925378887087
3932,Frequent_Non_Redeemers,1,156.1,0.0
3933,Frequent_Non_Redeemers,1,290.6,0.1584756939095662
3934,Frequent_Non_Redeemers,1,199.3,0.2112687721912994
3935,Engaged_Redeemers,0,212.3,0.876942805143522
3936,Occasional_Flyers,2,12.0,0.0
3937,Frequent_Non_Redeemers,1,153.0,0.173769749469936
3938,Engaged_Redeemers,0,209.5,0.5805886198213928
3939,Engaged_Redeemers,0,229.2,0.42184350277091565
3942,Frequent_Non_Redeemers,1,194.8,0.09932046422030581
3943,Frequent_Non_Redeemers,1,187.5,0.30062519683202504
3944,Engaged_Redeemers,0,228.5,0.433526742358331
3945,Frequent_Non_Redeemers,1,156.4,0.18744905435610376
3946,Frequent_Non_Redeemers,1,193.0,0.1514567959250328
3948,Frequent_Non_Redeemers,1,168.3,0.2596198845023195
3949,Engaged_Redeemers,0,206.2,0.4946819446525987
3950,Frequent_Non_Redeemers,1,202.4,0.2562209217976592
3951,Frequent_Non_Redeemers,1,135.4,0.066969924198877
3952,Engaged_Redeemers,0,223.3,0.48671652773880525
3953,Engaged_Redeemers,0,158.8,0.40353578898070447
3954,Frequent_Non_Redeemers,1,228.4,0.0
3955,Engaged_Redeemers,0,184.4,0.5525905007030337
3957,Engaged_Redeemers,0,145.0,0.5199870013453921
3959,Engaged_Redeemers,0,29.0,0.6521168362323597
3960,Occasional_Flyers,2,11.0,0.0
3963,Frequent_Non_Redeemers,1,199.3,0.12664086849976655
3964,Frequent_Non_Redeemers,1,208.8,0.24649248772960114
3965,Frequent_Non_Redeemers,1,145.2,0.08519726849018933
3966,Engaged_Redeemers,0,223.9,0.7874806906262388
3967,Frequent_Non_Redeemers,1,203.3,0.15650396952082155
3968,Frequent_Non_Redeemers,1,221.8,0.13616083665745024
3969,Frequent_Non_Redeemers,1,189.9,0.131047152480098
3971,Engaged_Redeemers,0,184.4,0.34945576091917874
3972,Frequent_Non_Redeemers,1,205.2,0.18506504859550613
3973,Frequent_Non_Redeemers,1,136.3,0.08658255692658758
3975,Frequent_Non_Redeemers,1,192.1,0.08279069535952889
3977,Frequent_Non_Redeemers,1,184.6,0.32275618518798416
3978,Frequent_Non_Redeemers,1,254.8,0.07460131566147553
3979,Frequent_Non_Redeemers,1,283.8,0.3441800347813677
3980,Frequent_Non_Redeemers,1,159.9,0.2069788878333172
3981,Frequent_Non_Redeemers,1,182.2,0.28286000432599046
3982,Frequent_Non_Redeemers,1,230.6,0.0
3983,Engaged_Redeemers,0,130.9,1.0
3986,Engaged_Redeemers,0,66.0,0.8755530528517416
3987,Engaged_Redeemers,0,202.9,0.5134961023888922
3988,Frequent_Non_Redeemers,1,184.1,0.17848079874070358
3989,Engaged_Redeemers,0,50.0,1.0
3990,Engaged_Redeemers,0,152.3,0.6462351826950592
3991,Engaged_Redeemers,0,173.5,0.5035391770389123
3992,Frequent_Non_Redeemers,1,224.8,0.1990154422087038
3993,Frequent_Non_Redeemers,1,180.8,0.0
3994,Engaged_Redeemers,0,163.8,0.37595502191325225
3995,Engaged_Redeemers,0,135.5,0.3967574222215767
3996,Engaged_Redeemers,0,197.4,0.37928066515477654
3997,Frequent_Non_Redeemers,1,194.6,0.2215618441417139
3999,Occasional_Flyers,2,22.0,0.0
4000,Frequent_Non_Redeemers,1,155.6,0.1649239561723001
4004,Occasional_Flyers,2,14.0,0.0
4005,Engaged_Redeemers,0,212.4,0.46110546808870834
4006,Frequent_Non_Redeemers,1,276.3,0.3076899454607989
4008,Frequent_Non_Redeemers,1,231.1,0.0
4009,Frequent_Non_Redeemers,1,181.3,0.23804754294871752
4010,Frequent_Non_Redeemers,1,192.5,0.1339718016377291
4011,Engaged_Redeemers,0,194.8,0.3714857291560173
4012,Frequent_Non_Redeemers,1,199.9,0.1023969357017821
4014,Engaged_Redeemers,0,115.0,0.5871360278139939
4015,Frequent_Non_Redeemers,1,197.1,0.13734961897725978
4016,Engaged_Redeemers,0,232.7,0.5764421724054241
4017,Engaged_Redeemers,0,184.9,0.5350033092492822
4018,Frequent_Non_Redeemers,1,134.3,0.08261142555210588
4021,Engaged_Redeemers,0,197.9,0.40673714254087123
4022,Engaged_Redeemers,0,95.4,0.4008881262136836
4024,Frequent_Non_Redeemers,1,147.0,0.07705824822064976
4025,Engaged_Redeemers,0,211.8,0.5241705024932873
4026,Engaged_Redeemers,0,206.0,0.5761913890122216
4027,Frequent_Non_Redeemers,1,169.7,0.16493626305176032
4029,Frequent_Non_Redeemers,1,122.7,0.18183414952387722
4030,Engaged_Redeemers,0,89.5,0.9867756950748494
4031,Frequent_Non_Redeemers,1,137.8,0.0
4032,Frequent_Non_Redeemers,1,179.0,0.31299039228297804
4033,Engaged_Redeemers,0,203.5,0.7457886044243155
4034,Engaged_Redeemers,0,62.0,0.6774225186347588
4035,Frequent_Non_Redeemers,1,274.3,0.18172608970350793
4036,Engaged_Redeemers,0,164.1,0.349816064456431
4038,Frequent_Non_Redeemers,1,279.5,0.13103672626299254
4039,Frequent_Non_Redeemers,1,162.2,0.06601540604247799
4040,Frequent_Non_Redeemers,1,224.0,0.1124252107213288
4041,Frequent_Non_Redeemers,1,159.2,0.0
4042,Frequent_Non_Redeemers,1,235.2,0.13792493205697912
4044,Engaged_Redeemers,0,134.6,0.6542285923253173
4046,Engaged_Redeemers,0,234.0,0.4220356049184536
4048,Frequent_Non_Redeemers,1,136.9,0.1745397667380734
4049,Frequent_Non_Redeemers,1,222.9,0.33761916920508606
4050,Frequent_Non_Redeemers,1,439.2,0.11705953171549732
4051,Engaged_Redeemers,0,192.4,0.46496277640483685
4052,Engaged_Redeemers,0,178.3,0.3451908095961305
4053,Engaged_Redeemers,0,120.5,1.0
4055,Engaged_Redeemers,0,151.5,0.7296232505617594
4057,Frequent_Non_Redeemers,1,155.4,0.1638599456420584
4058,Engaged_Redeemers,0,156.8,0.3781674173396937
4059,Frequent_Non_Redeemers,1,163.1,0.2158850436748903
4061,Frequent_Non_Redeemers,1,171.0,0.1563395488756517
4062,Engaged_Redeemers,0,225.7,0.45068950456281426
4065,Engaged_Redeemers,0,112.1,0.4772898270483024
4066,Engaged_Redeemers,0,240.3,0.5288884978715875
4067,Frequent_Non_Redeemers,1,202.7,0.14092509890307772
4068,Engaged_Redeemers,0,192.8,0.41610123430298845
4069,Engaged_Redeemers,0,371.8,0.43275884552770283
4070,Engaged_Redeemers,0,69.0,0.2943954013549579
4071,Frequent_Non_Redeemers,1,152.1,0.0
4072,Engaged_Redeemers,0,261.5,0.390293722204985
4075,Engaged_Redeemers,0,130.4,0.4693270346760818
4076,Frequent_Non_Redeemers,1,226.8,0.0
4077,Frequent_Non_Redeemers,1,253.2,0.07169977376046746
4078,Occasional_Flyers,2,3.0,0.0
4079,Occasional_Flyers,2,68.0,0.0
4081,Frequent_Non_Redeemers,1,195.1,0.2885561433509926
4082,Engaged_Redeemers,0,129.8,0.5722543677391643
4083,Frequent_Non_Redeemers,1,233.1,0.29339728366533036
4084,Engaged_Redeemers,0,140.2,0.7877967331914686
4085,Occasional_Flyers,2,49.0,0.0
4086,Frequent_Non_Redeemers,1,215.2,0.07790419671627727
4088,Frequent_Non_Redeemers,1,230.1,0.320001342646446
4089,Frequent_Non_Redeemers,1,194.3,0.1334603394803989
4090,Occasional_Flyers,2,57.0,0.0
4091,Frequent_Non_Redeemers,1,212.3,0.0
4092,Frequent_Non_Redeemers,1,219.1,0.07530736112182636
4093,Engaged_Redeemers,0,175.2,0.6577658354864332
4094,Frequent_Non_Redeemers,1,219.2,0.1674299305454658
4095,Engaged_Redeemers,0,178.2,0.7317748887765803
4096,Frequent_Non_Redeemers,1,214.4,0.12911919209885106
4097,Engaged_Redeemers,0,92.3,0.6599163774741512
4098,Engaged_Redeemers,0,137.3,0.5577099522991215
4099,Occasional_Flyers,2,27.0,0.0
4101,Occasional_Flyers,2,68.0,0.0
4102,Engaged_Redeemers,0,237.5,0.4103781579841927
4103,Occasional_Flyers,2,51.0,0.0
4104,Frequent_Non_Redeemers,1,148.0,0.25838445004025185
4106,Frequent_Non_Redeemers,1,131.9,0.12826644841010684
4107,Frequent_Non_Redeemers,1,152.6,0.27753017051824697
4108,Frequent_Non_Redeemers,1,244.7,0.17676930483352024
4110,Occasional_Flyers,2,7.0,1.0
4111,Frequent_Non_Redeemers,1,233.1,0.14147359071361199
4113,Frequent_Non_Redeemers,1,204.3,0.2298719110004585
4114,Engaged_Redeemers,0,192.2,1.0
4115,Engaged_Redeemers,0,249.1,0.4555788737320742
4116,Frequent_Non_Redeemers,1,234.7,0.16681665041122573
4117,Engaged_Redeemers,0,201.8,0.373020416958921
4118,Engaged_Redeemers,0,235.3,0.49476396374059545
4119,Frequent_Non_Redeemers,1,199.9,0.25820888092969735
4120,Engaged_Redeemers,0,167.9,0.3394935064515399
4121,Frequent_Non_Redeemers,1,230.4,0.09941891929554833
4122,Occasional_Flyers,2,64.0,0.0
4123,Frequent_Non_Redeemers,1,199.9,0.13339382170433703
4124,Engaged_Redeemers,0,30.0,0.633133291219204
4125,Engaged_Redeemers,0,210.2,0.7046754735487769
4126,Engaged_Redeemers,0,182.9,0.36911512928223644
4127,Frequent_Non_Redeemers,1,173.0,0.0
4129,Engaged_Redeemers,0,192.9,0.6340892260846469
4130,Engaged_Redeemers,0,196.6,0.4542870475924614
4131,Frequent_Non_Redeemers,1,224.7,0.2907638502802362
4132,Frequent_Non_Redeemers,1,183.4,0.053822997565828354
4133,Engaged_Redeemers,0,121.6,0.9021139886299266
4134,Engaged_Redeemers,0,124.0,0.5512917147966356
4135,Engaged_Redeemers,0,226.3,0.36936840932539583
4136,Engaged_Redeemers,0,216.9,0.4615582165924614
4138,Engaged_Redeemers,0,65.0,1.0
4139,Frequent_Non_Redeemers,1,138.3,0.18104107410154913
4141,Engaged_Redeemers,0,49.0,0.47799524833125917
4142,Occasional_Flyers,2,12.0,0.0
4143,Engaged_Redeemers,0,219.7,0.7639480257931286
4144,Frequent_Non_Redeemers,1,201.6,0.24413853246801878
4145,Engaged_Redeemers,0,133.8,0.3650225860723018
4147,Frequent_Non_Redeemers,1,115.7,0.0
4148,Frequent_Non_Redeemers,1,146.1,0.0
4150,Frequent_Non_Redeemers,1,173.6,0.2582602342568608
4152,Engaged_Redeemers,0,238.7,0.3746098188381775
4153,Frequent_Non_Redeemers,1,108.3,0.0
4154,Frequent_Non_Redeemers,1,225.7,0.13085793461388207
4156,Engaged_Redeemers,0,133.7,0.579672598097518
4157,Engaged_Redeemers,0,262.8,0.49801293499376664
4158,Engaged_Redeemers,0,163.7,0.4280759689806258
4159,Frequent_Non_Redeemers,1,215.4,0.12217359185661075
4160,Engaged_Redeemers,0,77.0,0.9606791778373548
4161,Engaged_Redeemers,0,230.5,0.5712971678768255
4163,Frequent_Non_Redeemers,1,215.8,0.32793138618385814
4164,Frequent_Non_Redeemers,1,218.7,0.09915903191842038
4165,Frequent_Non_Redeemers,1,207.8,0.23526852658755137
4166,Engaged_Redeemers,0,173.4,0.4008243288963555
4167,Frequent_Non_Redeemers,1,551.4,0.20373166868958384
4168,Engaged_Redeemers,0,183.5,0.5088337038313857
4169,Frequent_Non_Redeemers,1,248.5,0.0586317946534682
4171,Engaged_Redeemers,0,172.2,0.5173325999305046
4172,Engaged_Redeemers,0,146.0,0.33326934432324334
4174,Frequent_Non_Redeemers,1,219.0,0.20338562741566263
4175,Engaged_Redeemers,0,169.3,0.8210917513884655
4177,Occasional_Flyers,2,13.0,0.0
4178,Engaged_Redeemers,0,167.5,0.6171062272850699
4179,Occasional_Flyers,2,15.0,0.0
4182,Frequent_Non_Redeemers,1,225.3,0.3243689179258767
4183,Engaged_Redeemers,0,187.7,0.37702501775440583
4184,Frequent_Non_Redeemers,1,167.4,0.0
4185,Frequent_Non_Redeemers,1,202.9,0.22340442831107002
4187,Frequent_Non_Redeemers,1,207.7,0.13418047845844192
4189,Frequent_Non_Redeemers,1,277.4,0.13116703400307358
4194,Frequent_Non_Redeemers,1,196.9,0.32607564031693387
4196,Engaged_Redeemers,0,132.9,0.6480268696004821
4197,Engaged_Redeemers,0,155.9,0.35283385738688755
4198,Frequent_Non_Redeemers,1,179.9,0.22079486696939574
4199,Engaged_Redeemers,0,191.4,0.38080435424402587
4200,Engaged_Redeemers,0,231.0,0.7957316329373818
4201,Engaged_Redeemers,0,199.2,0.4304037266998162
4202,Frequent_Non_Redeemers,1,249.5,0.0
4203,Frequent_Non_Redeemers,1,180.4,0.2404432268181513
4204,Engaged_Redeemers,0,164.6,0.3305206157482822
4205,Frequent_Non_Redeemers,1,237.7,0.1601033114324168
4206,Frequent_Non_Redeemers,1,173.1,0.22237714273789946
4208,Engaged_Redeemers,0,166.8,0.6434417520012865
4209,Occasional_Flyers,2,58.0,0.0
4210,Occasional_Flyers,2,36.1,0.0
4211,Engaged_Redeemers,0,200.9,0.4157070876213914
4212,Engaged_Redeemers,0,193.1,0.5213829480325334
4213,Occasional_Flyers,2,16.0,0.0
4214,Frequent_Non_Redeemers,1,230.1,0.15295403208465544
4215,Frequent_Non_Redeemers,1,79.7,0.0
4216,Frequent_Non_Redeemers,1,109.1,0.0
4218,Occasional_Flyers,2,15.0,0.0
4219,Frequent_Non_Redeemers,1,271.0,0.0
4220,Engaged_Redeemers,0,125.8,0.688071915676176
4221,Engaged_Redeemers,0,213.0,0.9173298727668797
4222,Engaged_Redeemers,0,181.4,0.38368516914992085
4223,Frequent_Non_Redeemers,1,271.2,0.0
4224,Engaged_Redeemers,0,276.6,0.41924853502256804
4225,Frequent_Non_Redeemers,1,202.4,0.0
4226,Frequent_Non_Redeemers,1,226.5,0.3251148368616003
4227,Engaged_Redeemers,0,133.0,0.3479318550849544
4228,Occasional_Flyers,2,11.0,0.0
4229,Engaged_Redeemers,0,34.0,1.0
4231,Engaged_Redeemers,0,319.1,0.7058881002549313
4232,Engaged_Redeemers,0,93.0,0.30798280166148767
4233,Frequent_Non_Redeemers,1,87.3,0.11261913416339632
4234,Frequent_Non_Redeemers,1,101.9,0.0
4235,Frequent_Non_Redeemers,1,177.4,0.2833962160933715
4236,Engaged_Redeemers,0,52.8,0.6693861259559309
4237,Frequent_Non_Redeemers,1,192.5,0.26781416708112193
4238,Engaged_Redeemers,0,148.4,0.8902143627795833
4239,Frequent_Non_Redeemers,1,169.8,0.19827086823723675
4240,Frequent_Non_Redeemers,1,285.2,0.0
4241,Frequent_Non_Redeemers,1,66.8,0.2690474900238551
4242,Engaged_Redeemers,0,78.0,0.48004444064609864
4244,Frequent_Non_Redeemers,1,159.1,0.2833618718125816
4246,Frequent_Non_Redeemers,1,187.1,0.253315536814763
4247,Engaged_Redeemers,0,185.1,0.34265970213163366
4248,Occasional_Flyers,2,27.0,0.0
4249,Engaged_Redeemers,0,144.3,0.8428025924839103
4251,Engaged_Redeemers,0,193.0,0.36444378668065164
4252,Frequent_Non_Redeemers,1,163.7,0.11503516629237036
4253,Engaged_Redeemers,0,186.1,0.4342786973327173
4255,Frequent_Non_Redeemers,1,192.3,0.09557405475262683
4256,Engaged_Redeemers,0,248.7,0.4334646973580182
4257,Frequent_Non_Redeemers,1,72.5,0.16528077398265664
4258,Frequent_Non_Redeemers,1,234.0,0.0811116137135457
4259,Engaged_Redeemers,0,179.0,0.37531600463038617
4260,Engaged_Redeemers,0,172.4,0.4141080356206392
4261,Engaged_Redeemers,0,209.6,0.5794682377465247
4262,Frequent_Non_Redeemers,1,176.3,0.18443547303426652
4263,Frequent_Non_Redeemers,1,240.9,0.1968027599416166
4264,Engaged_Redeemers,0,194.9,0.6025114009998265
4265,Engaged_Redeemers,0,204.7,0.638487681672773
4266,Engaged_Redeemers,0,139.5,0.6234650904895098
4267,Frequent_Non_Redeemers,1,92.4,0.10061381533219799
4268,Frequent_Non_Redeemers,1,187.0,0.060934488859144285
4269,Frequent_Non_Redeemers,1,110.5,0.10541635827791898
4270,Occasional_Flyers,2,46.9,0.2923392430293042
4271,Frequent_Non_Redeemers,1,232.4,0.22947178419975597
4273,Engaged_Redeemers,0,182.1,0.3933571510868913
4275,Frequent_Non_Redeemers,1,132.9,0.25239856332619554
4276,Frequent_Non_Redeemers,1,96.6,0.0
4277,Engaged_Redeemers,0,80.1,0.4053222369463543
4278,Frequent_Non_Redeemers,1,166.7,0.09108766849969083
4280,Frequent_Non_Redeemers,1,183.2,0.0
4281,Frequent_Non_Redeemers,1,130.7,0.0
4282,Engaged_Redeemers,0,147.5,0.6271167541006445
4283,Frequent_Non_Redeemers,1,219.8,0.19927311925068647
4284,Frequent_Non_Redeemers,1,166.8,0.23346544384935583
4285,Frequent_Non_Redeemers,1,146.7,0.0
4286,Engaged_Redeemers,0,109.2,0.4944214329277257
4287,Frequent_Non_Redeemers,1,259.7,0.18059292975379077
4288,Frequent_Non_Redeemers,1,217.7,0.0
4289,Frequent_Non_Redeemers,1,214.5,0.26980578847817566
4290,Frequent_Non_Redeemers,1,171.2,0.1607568445138679
4292,Engaged_Redeemers,0,182.0,0.5658857708880137
4293,Frequent_Non_Redeemers,1,150.4,0.22214419856362058
4295,Frequent_Non_Redeemers,1,208.7,0.2797713403155916
4296,Engaged_Redeemers,0,202.5,0.6675909223993727
4297,Frequent_Non_Redeemers,1,157.4,0.07033178666339394
4298,Frequent_Non_Redeemers,1,211.4,0.10850658430719057
4299,Frequent_Non_Redeemers,1,224.2,0.3062021897424368
