Loyalty#,Segment,Cluster,Total_Flights,Redemption_Rate
165484,Frequent_Non_Redeemers,1,209.9,0.14793996894078001
604870,Frequent_Non_Redeemers,1,458.5,0.26795573019889973
730088,Frequent_Non_Redeemers,1,162.1,0.18511508572298346
759311,Frequent_Non_Redeemers,1,174.5,0.284362800297038
682813,Frequent_Non_Redeemers,1,187.5,0.18731869169768967
206119,Frequent_Non_Redeemers,1,190.1,0.2531388625854124
547699,Frequent_Non_Redeemers,1,216.9,0.25142832338306453
286182,Occasional_Flyers,2,26.0,0.0
980837,Engaged_Redeemers,0,89.6,0.8354689210065261
858341,Frequent_Non_Redeemers,1,172.2,0.0
266284,Frequent_Non_Redeemers,1,134.1,0.11014100416468672
454630,Engaged_Redeemers,0,179.8,0.6788133925347358
580169,Engaged_Redeemers,0,125.8,0.7753688604712674
818616,Frequent_Non_Redeemers,1,219.4,0.0
439092,Occasional_Flyers,2,37.0,0.0
584782,Engaged_Redeemers,0,85.0,0.4173110400388648
808392,Frequent_Non_Redeemers,1,194.5,0.2974252599854892
834726,Frequent_Non_Redeemers,1,177.3,0.2930369722534783
465842,Frequent_Non_Redeemers,1,189.6,0.0
837031,Frequent_Non_Redeemers,1,205.2,0.09802073094949354
367751,Frequent_Non_Redeemers,1,107.0,0.0
136020,Frequent_Non_Redeemers,1,221.2,0.10052491410536823
191150,Engaged_Redeemers,0,46.0,0.6482883475971034
256188,Frequent_Non_Redeemers,1,89.0,0.20343941772513202
495286,Engaged_Redeemers,0,152.4,0.8196992619572262
939521,Occasional_Flyers,2,31.0,0.0
783604,Frequent_Non_Redeemers,1,143.0,0.0
453654,Engaged_Redeemers,0,188.3,0.35456008012523504
271297,Occasional_Flyers,2,19.0,0.0
600914,Frequent_Non_Redeemers,1,185.1,0.0718093437451055
847771,Engaged_Redeemers,0,136.3,0.47129894278673007
663521,Frequent_Non_Redeemers,1,207.2,0.3066491466025375
900795,Engaged_Redeemers,0,149.9,0.4107868589066001
559007,Frequent_Non_Redeemers,1,193.0,0.0
515656,Frequent_Non_Redeemers,1,220.1,0.32020584766696075
612019,Engaged_Redeemers,0,53.0,0.9400866439303162
727648,Engaged_Redeemers,0,207.0,0.5017293507159242
107466,Frequent_Non_Redeemers,1,149.8,0.1014932690833245
352916,Frequent_Non_Redeemers,1,122.4,0.0
692535,Engaged_Redeemers,0,218.0,0.5264709934750784
128572,Occasional_Flyers,2,26.0,0.46945382882882886
986551,Frequent_Non_Redeemers,1,212.1,0.23194872930728896
568678,Frequent_Non_Redeemers,1,218.0,0.2968533677886447
389146,Frequent_Non_Redeemers,1,186.8,0.21700554482289863
787086,Frequent_Non_Redeemers,1,90.0,0.0
676406,Engaged_Redeemers,0,165.5,1.0
401859,Frequent_Non_Redeemers,1,199.9,0.23296129847869795
371422,Frequent_Non_Redeemers,1,150.3,0.13827086815475528
492226,Engaged_Redeemers,0,56.0,0.6688653252066461
842527,Engaged_Redeemers,0,196.6,0.39784776766743735
789465,Occasional_Flyers,2,66.0,0.0
653259,Frequent_Non_Redeemers,1,201.9,0.10960919994790473
161414,Frequent_Non_Redeemers,1,75.0,0.25065458749389946
391557,Occasional_Flyers,2,40.0,0.2581815489412113
787416,Frequent_Non_Redeemers,1,196.7,0.16922730114504836
845435,Engaged_Redeemers,0,183.4,0.4538333518251415
992854,Engaged_Redeemers,0,157.3,0.35070698774265724
293676,Frequent_Non_Redeemers,1,133.8,0.3129460705396336
431586,Engaged_Redeemers,0,155.5,0.40616882600827797
202831,Frequent_Non_Redeemers,1,243.3,0.3464101907909126
465570,Engaged_Redeemers,0,208.9,0.47898413114019195
325268,Frequent_Non_Redeemers,1,188.9,0.3326051158172159
560597,Engaged_Redeemers,0,68.0,0.4691608576722845
976413,Engaged_Redeemers,0,245.0,0.4141837094881559
274117,Frequent_Non_Redeemers,1,255.70000000000002,0.14474765914393195
321436,Engaged_Redeemers,0,235.4,0.4628317891636992
116948,Engaged_Redeemers,0,57.2,0.8119974753711479
190716,Frequent_Non_Redeemers,1,158.5,0.0
621814,Frequent_Non_Redeemers,1,248.3,0.14606472123824077
779679,Frequent_Non_Redeemers,1,220.7,0.10204800268461722
992886,Frequent_Non_Redeemers,1,134.4,0.15986348911860557
194813,Engaged_Redeemers,0,94.5,0.39914175074471026
204693,Engaged_Redeemers,0,156.7,0.4089087840279535
957413,Frequent_Non_Redeemers,1,262.0,0.30761745394849893
319850,Frequent_Non_Redeemers,1,148.5,0.19254024954999638
407305,Frequent_Non_Redeemers,1,252.1,0.2986632351153261
428345,Frequent_Non_Redeemers,1,78.0,0.0
466953,Engaged_Redeemers,0,272.2,0.35785559462363165
808399,Engaged_Redeemers,0,286.6,0.4019367074860077
107902,Frequent_Non_Redeemers,1,163.5,0.2752608931109122
136637,Engaged_Redeemers,0,221.2,0.34999793864153483
847579,Frequent_Non_Redeemers,1,223.9,0.3002259495447297
882025,Engaged_Redeemers,0,216.3,0.4334913047807864
465746,Frequent_Non_Redeemers,1,159.1,0.15831533187591718
615617,Frequent_Non_Redeemers,1,143.1,0.26039174533183784
908580,Frequent_Non_Redeemers,1,190.0,0.22492590004612695
156879,Occasional_Flyers,2,18.0,0.0
750578,Occasional_Flyers,2,22.0,0.7384760112888052
800481,Frequent_Non_Redeemers,1,153.8,0.08319211764711125
914799,Frequent_Non_Redeemers,1,75.0,0.0
109399,Frequent_Non_Redeemers,1,182.4,0.0
577726,Frequent_Non_Redeemers,1,161.6,0.3209759059305735
768078,Frequent_Non_Redeemers,1,182.6,0.13622528625628602
831341,Occasional_Flyers,2,12.0,0.0
941984,Frequent_Non_Redeemers,1,138.4,0.0
894436,Frequent_Non_Redeemers,1,172.4,0.11030041328377545
643605,Engaged_Redeemers,0,199.8,0.9298673420130652
237651,Engaged_Redeemers,0,227.5,0.3637347948204559
420488,Frequent_Non_Redeemers,1,182.3,0.0
568712,Frequent_Non_Redeemers,1,235.9,0.0
935876,Frequent_Non_Redeemers,1,279.7,0.0
616416,Frequent_Non_Redeemers,1,226.1,0.18900746138350027
101018,Frequent_Non_Redeemers,1,206.6,0.21076154295192343
387971,Frequent_Non_Redeemers,1,182.3,0.2969852714985084
395525,Engaged_Redeemers,0,210.7,0.40323706028675915
792873,Engaged_Redeemers,0,272.3,0.5722135470725096
501877,Engaged_Redeemers,0,191.7,0.6858317158351742
436990,Engaged_Redeemers,0,179.7,0.5454344538977548
965758,Engaged_Redeemers,0,112.9,0.4233993544223897
660178,Frequent_Non_Redeemers,1,212.3,0.298100569299876
904741,Frequent_Non_Redeemers,1,173.4,0.20607611305294424
406367,Engaged_Redeemers,0,33.0,0.8968204488778054
787277,Occasional_Flyers,2,29.0,0.0
576936,Frequent_Non_Redeemers,1,200.0,0.2796477090817135
626767,Engaged_Redeemers,0,68.0,0.30128260308169064
161780,Occasional_Flyers,2,44.0,0.0
974848,Occasional_Flyers,2,51.0,0.0
363199,Frequent_Non_Redeemers,1,101.6,0.27462187747580735
516337,Engaged_Redeemers,0,171.8,0.4462217750251548
666301,Engaged_Redeemers,0,174.7,0.4599467814292164
676376,Frequent_Non_Redeemers,1,274.4,0.14305616630661486
202696,Frequent_Non_Redeemers,1,258.2,0.1657969712636516
409174,Occasional_Flyers,2,39.0,0.0
150253,Frequent_Non_Redeemers,1,188.9,0.12448015390273573
160927,Frequent_Non_Redeemers,1,213.8,0.25021213192017083
793608,Occasional_Flyers,2,37.0,0.0
515805,Engaged_Redeemers,0,174.8,0.5458622024298422
390974,Frequent_Non_Redeemers,1,231.0,0.19230068920473034
289151,Frequent_Non_Redeemers,1,169.7,0.2205158467497424
445177,Engaged_Redeemers,0,119.8,0.4683965282597135
542014,Engaged_Redeemers,0,249.0,0.3548028105018471
958767,Engaged_Redeemers,0,174.6,0.6679551773455683
859957,Frequent_Non_Redeemers,1,221.0,0.24849336366210886
220244,Engaged_Redeemers,0,199.5,0.6269178335485988
387506,Frequent_Non_Redeemers,1,226.4,0.16377224549992694
387121,Frequent_Non_Redeemers,1,195.8,0.3091136941498697
173235,Occasional_Flyers,2,55.0,0.0
801882,Frequent_Non_Redeemers,1,173.1,0.1138421443913083
733046,Engaged_Redeemers,0,142.3,0.39745559936914887
356460,Engaged_Redeemers,0,199.2,0.4604400924107477
428604,Engaged_Redeemers,0,71.0,0.5422431557256403
484811,Frequent_Non_Redeemers,1,165.0,0.0
947234,Frequent_Non_Redeemers,1,87.0,0.0
275049,Engaged_Redeemers,0,251.1,1.0
129343,Frequent_Non_Redeemers,1,186.8,0.12883658305212994
288369,Engaged_Redeemers,0,184.2,0.6209345490014274
382464,Engaged_Redeemers,0,193.9,0.6119882000946579
890395,Frequent_Non_Redeemers,1,251.7,0.1810579104384001
909677,Frequent_Non_Redeemers,1,174.2,0.3226788519698201
650657,Frequent_Non_Redeemers,1,193.9,0.2951544902881919
493283,Frequent_Non_Redeemers,1,183.7,0.23474004582551133
610573,Engaged_Redeemers,0,189.3,0.38532878133435994
181728,Frequent_Non_Redeemers,1,154.0,0.19877540450116443
253098,Frequent_Non_Redeemers,1,238.9,0.1725353863994082
930848,Engaged_Redeemers,0,281.0,0.8394719161457627
681921,Frequent_Non_Redeemers,1,132.0,0.0
751824,Engaged_Redeemers,0,194.9,0.395254048231155
505779,Frequent_Non_Redeemers,1,183.7,0.13297944813529025
129434,Frequent_Non_Redeemers,1,183.7,0.07047925156908105
501875,Frequent_Non_Redeemers,1,224.6,0.19360410757981966
131228,Engaged_Redeemers,0,140.0,0.5500599283162374
144593,Engaged_Redeemers,0,190.4,0.36124811791545175
884654,Occasional_Flyers,2,1.0,0.0
958472,Frequent_Non_Redeemers,1,117.5,0.0
423153,Frequent_Non_Redeemers,1,90.0,0.0
314742,Engaged_Redeemers,0,160.1,0.42495372961834926
345802,Frequent_Non_Redeemers,1,181.2,0.2004731329085922
608326,Occasional_Flyers,2,56.0,0.0
383808,Engaged_Redeemers,0,197.1,0.3661217627058077
880505,Frequent_Non_Redeemers,1,202.8,0.1566418944505339
318561,Frequent_Non_Redeemers,1,230.4,0.0
174729,Frequent_Non_Redeemers,1,182.8,0.0
371675,Engaged_Redeemers,0,144.6,1.0
782329,Engaged_Redeemers,0,228.5,0.4070429862159428
947408,Frequent_Non_Redeemers,1,234.1,0.0
586199,Occasional_Flyers,2,37.0,0.0
384543,Engaged_Redeemers,0,257.4,0.3907535780417533
279430,Engaged_Redeemers,0,207.7,0.36142229073572074
832367,Frequent_Non_Redeemers,1,184.5,0.24940733541073648
465962,Frequent_Non_Redeemers,1,282.9,0.24355111481915467
762272,Frequent_Non_Redeemers,1,145.8,0.12543123703423534
926874,Occasional_Flyers,2,35.0,0.0
857247,Engaged_Redeemers,0,188.6,0.37153630389526077
719673,Engaged_Redeemers,0,205.1,0.3991039774184031
643117,Engaged_Redeemers,0,146.3,0.498865648937335
440785,Engaged_Redeemers,0,258.6,0.5370947857860129
588980,Frequent_Non_Redeemers,1,200.7,0.12207393658489862
731593,Engaged_Redeemers,0,196.5,0.37125789057008274
700343,Frequent_Non_Redeemers,1,204.2,0.13373137690026757
608508,Engaged_Redeemers,0,216.0,0.38641385876343354
662594,Frequent_Non_Redeemers,1,161.4,0.32007256821554975
583539,Frequent_Non_Redeemers,1,228.5,0.3315296955778239
168727,Occasional_Flyers,2,11.0,0.0
741483,Frequent_Non_Redeemers,1,167.1,0.31807609577627743
526867,Occasional_Flyers,2,24.0,0.0
432031,Frequent_Non_Redeemers,1,236.1,0.12159693236546748
490806,Frequent_Non_Redeemers,1,234.5,0.1308711503101308
424451,Occasional_Flyers,2,10.0,0.0
295906,Frequent_Non_Redeemers,1,335.0,0.0799878937241931
306596,Engaged_Redeemers,0,30.0,0.9357908847184987
246737,Frequent_Non_Redeemers,1,217.6,0.07572141641393622
256544,Frequent_Non_Redeemers,1,139.9,0.1147810510042575
344580,Engaged_Redeemers,0,67.8,0.29233687602317904
534904,Frequent_Non_Redeemers,1,120.6,0.1710484534151882
713998,Frequent_Non_Redeemers,1,220.7,0.07795889189429142
602222,Frequent_Non_Redeemers,1,140.4,0.23638955775464127
656027,Frequent_Non_Redeemers,1,210.8,0.0
575123,Frequent_Non_Redeemers,1,165.6,0.10150704084126111
707869,Engaged_Redeemers,0,176.2,0.6579313281427648
752688,Frequent_Non_Redeemers,1,200.0,0.0
327015,Engaged_Redeemers,0,244.9,0.43565157493043566
442868,Frequent_Non_Redeemers,1,167.6,0.0
681649,Frequent_Non_Redeemers,1,275.3,0.22910769078491539
507189,Engaged_Redeemers,0,204.3,0.576542181120388
111176,Engaged_Redeemers,0,200.8,0.43724756845952195
893789,Frequent_Non_Redeemers,1,184.3,0.11043676552420863
764844,Occasional_Flyers,2,22.0,0.0
397820,Frequent_Non_Redeemers,1,204.4,0.0
464187,Engaged_Redeemers,0,488.7,0.4255328030112831
898437,Engaged_Redeemers,0,205.8,0.36298057239812015
788407,Frequent_Non_Redeemers,1,132.0,0.0
310252,Frequent_Non_Redeemers,1,215.7,0.31485295737301355
147700,Engaged_Redeemers,0,174.5,0.3728902925961426
547190,Frequent_Non_Redeemers,1,236.8,0.11929550490694658
654086,Frequent_Non_Redeemers,1,207.4,0.3154702098482724
919818,Frequent_Non_Redeemers,1,262.3,0.3103491114967469
763084,Frequent_Non_Redeemers,1,187.6,0.0
611086,Engaged_Redeemers,0,219.2,0.5508560519745976
205367,Frequent_Non_Redeemers,1,111.2,0.21851936548318573
422245,Occasional_Flyers,2,13.0,0.0
152139,Frequent_Non_Redeemers,1,200.8,0.2699463207220612
278865,Engaged_Redeemers,0,189.4,0.6174961435414468
320685,Frequent_Non_Redeemers,1,188.1,0.26064449541284407
459099,Frequent_Non_Redeemers,1,186.7,0.2664528944296335
811619,Frequent_Non_Redeemers,1,210.4,0.25653865042891005
883376,Frequent_Non_Redeemers,1,84.0,0.0
733658,Frequent_Non_Redeemers,1,241.0,0.3093868232791537
298829,Frequent_Non_Redeemers,1,270.9,0.1638183430825474
650466,Frequent_Non_Redeemers,1,422.1,0.10993249758919961
226422,Frequent_Non_Redeemers,1,268.4,0.2116433186860543
436969,Engaged_Redeemers,0,170.4,0.7641144624903327
544837,Frequent_Non_Redeemers,1,229.9,0.0
560936,Engaged_Redeemers,0,157.4,0.34614729486539125
636965,Frequent_Non_Redeemers,1,164.4,0.16116220711757598
266516,Frequent_Non_Redeemers,1,224.9,0.3009162229022009
346103,Frequent_Non_Redeemers,1,266.8,0.12326380541011979
778393,Engaged_Redeemers,0,193.5,0.45747040742121375
259700,Occasional_Flyers,2,6.0,0.0
234588,Frequent_Non_Redeemers,1,262.6,0.35104949607960334
580834,Frequent_Non_Redeemers,1,231.3,0.16929388807390047
959192,Frequent_Non_Redeemers,1,229.4,0.12661621981620017
718031,Engaged_Redeemers,0,171.2,0.35482819098754564
187390,Engaged_Redeemers,0,93.0,0.3837360814972755
603587,Engaged_Redeemers,0,122.7,0.7018805943255751
184755,Frequent_Non_Redeemers,1,85.0,0.22507454946194735
222050,Engaged_Redeemers,0,47.0,1.0
472964,Frequent_Non_Redeemers,1,230.2,0.0
499027,Frequent_Non_Redeemers,1,207.9,0.0
761240,Engaged_Redeemers,0,271.2,0.42655253723610215
885933,Engaged_Redeemers,0,179.70000000000002,0.3730339860512494
945199,Frequent_Non_Redeemers,1,72.0,0.0
501655,Frequent_Non_Redeemers,1,198.7,0.21790139949141302
530425,Engaged_Redeemers,0,251.8,0.6735266604303087
173252,Frequent_Non_Redeemers,1,166.0,0.2464420579774398
140079,Engaged_Redeemers,0,162.7,0.858684606898233
345615,Engaged_Redeemers,0,171.8,0.9297443782994407
996238,Engaged_Redeemers,0,282.9,0.4083749011661409
540751,Engaged_Redeemers,0,219.6,0.6478978943712197
798672,Frequent_Non_Redeemers,1,150.1,0.2853524412048315
929451,Engaged_Redeemers,0,227.1,0.4045736258109395
526316,Engaged_Redeemers,0,152.1,0.5979986546163043
913571,Frequent_Non_Redeemers,1,225.9,0.0
492883,Frequent_Non_Redeemers,1,163.3,0.0
656288,Engaged_Redeemers,0,216.8,0.5073952262843527
731373,Occasional_Flyers,2,1.0,0.0
840262,Engaged_Redeemers,0,136.7,0.7046597889128557
844641,Engaged_Redeemers,0,246.1,0.37202585294588336
366161,Engaged_Redeemers,0,88.0,0.309041184041184
611481,Engaged_Redeemers,0,157.8,0.4237235953193192
526586,Frequent_Non_Redeemers,1,335.8,0.23319404973775648
202035,Occasional_Flyers,2,11.0,0.0
112226,Engaged_Redeemers,0,210.6,0.3426564544696449
712362,Frequent_Non_Redeemers,1,149.6,0.0
614574,Occasional_Flyers,2,66.0,0.0
198570,Engaged_Redeemers,0,22.0,0.8966153846153846
415402,Frequent_Non_Redeemers,1,99.8,0.17610437944836602
749705,Frequent_Non_Redeemers,1,175.5,0.0
854249,Engaged_Redeemers,0,220.2,0.5036188416505102
981117,Engaged_Redeemers,0,102.5,0.5133991373734268
138475,Frequent_Non_Redeemers,1,201.1,0.2964615795752856
888417,Engaged_Redeemers,0,152.3,0.46806589767772977
307622,Frequent_Non_Redeemers,1,171.4,0.20422476202987222
486600,Engaged_Redeemers,0,169.3,0.33535208777765974
761403,Engaged_Redeemers,0,198.1,0.48246121143586224
356712,Frequent_Non_Redeemers,1,163.9,0.2671778544606439
432716,Frequent_Non_Redeemers,1,251.2,0.2211132189285138
805008,Engaged_Redeemers,0,219.6,0.34547062329396316
902679,Frequent_Non_Redeemers,1,187.7,0.0
924469,Engaged_Redeemers,0,219.1,0.3685478049000586
505776,Engaged_Redeemers,0,37.0,1.0
154868,Occasional_Flyers,2,60.0,0.0
722566,Frequent_Non_Redeemers,1,256.6,0.1871051576474675
216573,Frequent_Non_Redeemers,1,207.3,0.0
727952,Occasional_Flyers,2,49.0,0.0
323099,Engaged_Redeemers,0,178.9,0.44051367865203545
538042,Frequent_Non_Redeemers,1,165.4,0.11317629814198824
601143,Frequent_Non_Redeemers,1,115.0,0.19150591550265048
798871,Engaged_Redeemers,0,193.9,0.4622705829215976
200326,Engaged_Redeemers,0,113.5,0.509764902021816
718887,Frequent_Non_Redeemers,1,198.2,0.22153156060341284
238647,Frequent_Non_Redeemers,1,181.6,0.14383426087028367
924489,Frequent_Non_Redeemers,1,204.0,0.08127645711179483
947635,Frequent_Non_Redeemers,1,146.9,0.0
249466,Engaged_Redeemers,0,201.9,1.0
987153,Frequent_Non_Redeemers,1,191.4,0.20787337465203126
985374,Engaged_Redeemers,0,204.6,0.4095316142682421
485282,Frequent_Non_Redeemers,1,187.4,0.0
851830,Engaged_Redeemers,0,160.9,0.6293928355543615
253852,Engaged_Redeemers,0,210.1,0.6729852217476671
958923,Engaged_Redeemers,0,249.7,0.8870000598932228
777871,Frequent_Non_Redeemers,1,149.8,0.27500966133238014
976623,Frequent_Non_Redeemers,1,227.6,0.09868504029119976
338212,Engaged_Redeemers,0,120.3,0.3977986890073493
897387,Frequent_Non_Redeemers,1,232.9,0.11297395193365985
460058,Frequent_Non_Redeemers,1,111.1,0.1974913039289686
158400,Engaged_Redeemers,0,160.7,0.4128892309068214
662880,Frequent_Non_Redeemers,1,214.8,0.1801517620454797
179489,Engaged_Redeemers,0,19.0,1.0
508501,Engaged_Redeemers,0,237.4,0.4927652054644418
382953,Frequent_Non_Redeemers,1,202.4,0.0
845180,Occasional_Flyers,2,67.0,0.0
209357,Frequent_Non_Redeemers,1,218.2,0.15934710112375589
705243,Frequent_Non_Redeemers,1,165.7,0.0
371580,Engaged_Redeemers,0,248.9,0.5162137833569628
173343,Frequent_Non_Redeemers,1,212.3,0.10893248861154767
771259,Frequent_Non_Redeemers,1,129.9,0.0
404434,Engaged_Redeemers,0,216.6,0.34491160755217065
164226,Frequent_Non_Redeemers,1,196.3,0.2161867037444967
794620,Occasional_Flyers,2,30.0,0.0
101148,Frequent_Non_Redeemers,1,183.6,0.2760922709508602
442018,Engaged_Redeemers,0,135.2,0.399116602770612
804137,Engaged_Redeemers,0,227.7,0.3581113821503395
743879,Engaged_Redeemers,0,201.9,0.4355668313681019
403282,Frequent_Non_Redeemers,1,107.9,0.0
360472,Frequent_Non_Redeemers,1,229.1,0.18010093015009704
568798,Frequent_Non_Redeemers,1,74.4,0.0
569369,Engaged_Redeemers,0,213.8,0.5451624068735703
858961,Frequent_Non_Redeemers,1,157.4,0.1811507270022554
411734,Frequent_Non_Redeemers,1,112.1,0.0
318902,Frequent_Non_Redeemers,1,241.1,0.22259971441894683
591367,Engaged_Redeemers,0,206.4,0.6451332434899796
747993,Engaged_Redeemers,0,183.2,0.3537030000968494
251324,Frequent_Non_Redeemers,1,220.4,0.19058729049180395
190529,Frequent_Non_Redeemers,1,219.3,0.3342231514929969
497576,Engaged_Redeemers,0,77.0,0.7792334654944549
488853,Engaged_Redeemers,0,217.6,0.4522110701471627
232755,Frequent_Non_Redeemers,1,138.7,0.0
350001,Frequent_Non_Redeemers,1,218.9,0.12305404515933864
408561,Frequent_Non_Redeemers,1,233.29999999999998,0.33073766025634527
426124,Engaged_Redeemers,0,160.1,0.5243404407536258
950304,Occasional_Flyers,2,49.0,0.0
829476,Engaged_Redeemers,0,137.1,0.3690479858575277
626762,Frequent_Non_Redeemers,1,121.1,0.0
461974,Frequent_Non_Redeemers,1,78.5,0.0
819718,Frequent_Non_Redeemers,1,222.1,0.22722942860069004
165260,Engaged_Redeemers,0,181.8,1.0
551828,Frequent_Non_Redeemers,1,246.9,0.22821156316995606
853641,Frequent_Non_Redeemers,1,206.1,0.1660850833544179
617171,Frequent_Non_Redeemers,1,202.8,0.16983509421653648
487930,Frequent_Non_Redeemers,1,242.0,0.2820679534325775
855050,Engaged_Redeemers,0,52.1,0.7203275302858093
664112,Engaged_Redeemers,0,106.2,0.35454130786349125
257301,Engaged_Redeemers,0,222.9,0.36125874705962513
103823,Frequent_Non_Redeemers,1,217.8,0.31067337342692686
305910,Occasional_Flyers,2,48.5,0.0
800094,Frequent_Non_Redeemers,1,215.7,0.0
498998,Occasional_Flyers,2,28.0,0.2731117824773414
869283,Frequent_Non_Redeemers,1,76.9,0.0
611415,Frequent_Non_Redeemers,1,186.2,0.2217419222411341
763177,Frequent_Non_Redeemers,1,202.2,0.11146271060526151
215508,Engaged_Redeemers,0,381.8,0.5015104962969338
475634,Engaged_Redeemers,0,111.0,0.39147843683188505
726139,Frequent_Non_Redeemers,1,218.0,0.0
782393,Engaged_Redeemers,0,200.6,0.3456319425824714
596153,Frequent_Non_Redeemers,1,135.2,0.1803783531811439
215051,Frequent_Non_Redeemers,1,99.0,0.0
579377,Engaged_Redeemers,0,231.8,0.62434863422613
126665,Engaged_Redeemers,0,194.2,0.6657716707133934
711490,Engaged_Redeemers,0,100.1,0.4985620710644025
166955,Frequent_Non_Redeemers,1,160.9,0.11446470258762542
405602,Frequent_Non_Redeemers,1,191.6,0.0
112709,Frequent_Non_Redeemers,1,172.4,0.0
163645,Engaged_Redeemers,0,194.1,0.4173797663918597
262177,Engaged_Redeemers,0,259.8,0.45654525583858874
273391,Frequent_Non_Redeemers,1,258.1,0.32437592857328185
306869,Frequent_Non_Redeemers,1,150.6,0.0
904370,Occasional_Flyers,2,17.0,0.0
762044,Engaged_Redeemers,0,168.3,0.6663579470936309
419661,Occasional_Flyers,2,27.0,0.0
713580,Engaged_Redeemers,0,143.7,0.3679710880525217
542182,Frequent_Non_Redeemers,1,190.3,0.11704907872287233
666608,Frequent_Non_Redeemers,1,174.5,0.18773193060752713
374736,Frequent_Non_Redeemers,1,219.0,0.19020218150829254
883660,Frequent_Non_Redeemers,1,252.6,0.20674952678598968
401060,Engaged_Redeemers,0,104.7,0.36693003905437743
967347,Engaged_Redeemers,0,83.0,0.4634092171016102
979010,Frequent_Non_Redeemers,1,184.3,0.24295025440996826
407238,Engaged_Redeemers,0,168.9,0.3977415095387185
705490,Occasional_Flyers,2,44.0,0.0
119519,Frequent_Non_Redeemers,1,182.9,0.2895042476934031
587196,Engaged_Redeemers,0,98.8,0.8767511175104982
539674,Frequent_Non_Redeemers,1,217.2,0.2149008709140558
570637,Frequent_Non_Redeemers,1,110.5,0.0
269154,Frequent_Non_Redeemers,1,207.5,0.16631033632102624
539742,Engaged_Redeemers,0,236.0,0.5577981334459344
585976,Occasional_Flyers,2,31.0,0.0
666417,Engaged_Redeemers,0,139.4,0.5123267091748103
212604,Engaged_Redeemers,0,211.0,0.3833733527561488
715645,Engaged_Redeemers,0,165.0,0.41411363023643033
133956,Frequent_Non_Redeemers,1,161.7,0.17897415252084253
458984,Frequent_Non_Redeemers,1,243.2,0.1710556024328706
803150,Frequent_Non_Redeemers,1,242.6,0.09238822116212783
669978,Frequent_Non_Redeemers,1,215.9,0.30706135589652506
741428,Engaged_Redeemers,0,132.1,0.3566725208650717
132320,Frequent_Non_Redeemers,1,122.5,0.0
545541,Frequent_Non_Redeemers,1,140.8,0.11156360586788988
397104,Frequent_Non_Redeemers,1,110.4,0.24820973044171823
913949,Frequent_Non_Redeemers,1,227.2,0.29049372887751007
144879,Frequent_Non_Redeemers,1,179.8,0.0
113694,Engaged_Redeemers,0,235.2,0.8147992042436287
895725,Frequent_Non_Redeemers,1,250.2,0.2542636954569362
100642,Frequent_Non_Redeemers,1,187.9,0.19544263686002367
342007,Frequent_Non_Redeemers,1,171.3,0.1947824642577098
936547,Frequent_Non_Redeemers,1,213.7,0.19527210444674253
980414,Frequent_Non_Redeemers,1,167.7,0.08519299274387672
335371,Frequent_Non_Redeemers,1,251.5,0.08147065015266623
606455,Engaged_Redeemers,0,201.7,0.4088711109898785
937638,Engaged_Redeemers,0,173.3,0.5531569984109905
307740,Frequent_Non_Redeemers,1,151.1,0.08936846857957334
238753,Engaged_Redeemers,0,229.8,0.36661740433657336
302467,Frequent_Non_Redeemers,1,143.4,0.31394416520768653
573954,Engaged_Redeemers,0,168.1,0.6099834299917151
825490,Frequent_Non_Redeemers,1,153.5,0.0
993986,Engaged_Redeemers,0,160.7,0.4958986824514403
342836,Occasional_Flyers,2,66.0,0.0
554487,Engaged_Redeemers,0,159.5,0.43008442299905153
374984,Engaged_Redeemers,0,183.3,0.4998118677443158
918478,Engaged_Redeemers,0,238.2,0.43790869699392865
541751,Frequent_Non_Redeemers,1,111.4,0.0
638804,Engaged_Redeemers,0,131.2,0.6461939548282589
266968,Frequent_Non_Redeemers,1,256.4,0.0
210630,Frequent_Non_Redeemers,1,233.4,0.33728524602088555
439696,Frequent_Non_Redeemers,1,132.7,0.21318585797661915
449654,Frequent_Non_Redeemers,1,204.9,0.25199163659414103
615251,Frequent_Non_Redeemers,1,194.8,0.17616148242608815
947099,Engaged_Redeemers,0,129.3,0.4048622934190838
373771,Engaged_Redeemers,0,49.0,0.7067345964018469
832625,Frequent_Non_Redeemers,1,177.0,0.21883292076296162
153146,Frequent_Non_Redeemers,1,236.2,0.09647002637196916
239027,Engaged_Redeemers,0,201.8,0.9984200744217859
792795,Engaged_Redeemers,0,180.5,0.3749582742073897
821043,Frequent_Non_Redeemers,1,235.9,0.08370787405513348
360732,Occasional_Flyers,2,6.0,1.0
183716,Frequent_Non_Redeemers,1,164.6,0.1057088637467356
456716,Engaged_Redeemers,0,221.7,0.4108158999441292
111788,Frequent_Non_Redeemers,1,317.1,0.30778712059512603
452725,Engaged_Redeemers,0,202.2,0.9261416227999855
428853,Engaged_Redeemers,0,253.5,0.34983842981813734
894111,Frequent_Non_Redeemers,1,229.5,0.24104465699087826
410347,Engaged_Redeemers,0,204.8,0.44062859305930135
485674,Frequent_Non_Redeemers,1,217.7,0.32979336086536637
833801,Frequent_Non_Redeemers,1,176.0,0.27080593748017795
968671,Engaged_Redeemers,0,225.4,0.4517011165707995
240143,Occasional_Flyers,2,58.0,0.0
926250,Frequent_Non_Redeemers,1,168.2,0.1638820330945968
